,0
return,0.05079434367015603
%Deliverble,0.04497953720015304
vol_10,0.04421009009125036
rsi_14,0.0438486584639008
bb_width,0.0438251868036593
macd,0.04295068974919241
Turnover,0.042492611137717816
Trades,0.04220235314293799
vol_20,0.04214315256016597
Volume,0.040689115932819965
macd_signal,0.04034040702087253
Deliverable Volume,0.040068313435134506
Close_lag_4,0.030456987427755534
Close_lag_5,0.030198399423579256
bb_upper,0.0282601535727365
Close_lag_2,0.028221996426567187
bb_lower,0.028211856205089
Close,0.02813447128668036
Last,0.02783458115435451
ema_26,0.02725003710164404
Close_lag_3,0.027155903781417596
sma_20,0.026528722089930134
Low,0.026450280463344383
VWAP,0.025723776474185143
Open,0.02572291024766536
High,0.025573226587517834
sma_10,0.02475987741396289
Close_lag_1,0.024322021037254726
ema_12,0.023430456937005267
Prev Close,0.023219883161349555
